easting,northing,TMI,RTP,Residual_TMI,Regional_TMI,VD1,VD2,HoriG,TotG,AnalyticSignal,TiltG,crs,cell_size_m
534059.4306681117,7612445.825619485,53707.23057694907,2232.119128323862,8.52243249212188,53698.70814445695,-9.986778878551236,0.1646078788378416,42.22276317991451,43.38775729299938,43.38775729299938,-0.23225755123419936,EPSG:25835,12.5
534071.9306681117,7612445.825619485,53706.79665350905,2181.163938172604,6.444821766781388,53700.35183174227,-10.092642739444598,0.053408030720554535,44.74122748026186,45.86544313430977,45.86544313430977,-0.22186465323239282,EPSG:25835,12.5
534084.4306681117,7612445.825619485,53713.15,2164.434580302661,11.28760409890674,53701.862395901095,-9.308808647448329,0.24686481739676625,43.311777626344536,44.30083520193189,44.30083520193189,-0.21170502083232687,EPSG:25835,12.5
534096.9306681117,7612445.825619485,53713.15,2118.386520253348,9.903485794915468,53703.246514205086,-9.562153282290474,0.09242015179280769,44.981301509703535,45.98643561856992,45.98643561856992,-0.20946253526487463,EPSG:25835,12.5
534109.4306681117,7612445.825619485,53713.15,2110.088564996779,8.638896599579311,53704.51110340042,-9.677899998504488,0.03420817208383148,44.48719320210559,45.5277070297036,45.5277070297036,-0.2142060126873845,EPSG:25835,12.5
534121.9306681117,7612445.825619485,53731.8,2060.7335054909345,26.136791828459536,53705.66320817154,-8.403147171311346,0.23121249805386518,46.66365895635868,47.414237836098046,47.414237836098046,-0.17816950211982013,EPSG:25835,12.5
534134.4306681117,7612445.825619485,53731.8,2063.122213658985,25.089994481983013,53706.71000551802,-8.487767837238282,0.15208984252723404,44.74753401990497,45.54540595626972,45.54540595626972,-0.1874542769382876,EPSG:25835,12.5
534146.9306681117,7612445.825619485,53731.8,2024.373110232256,24.141283651108097,53707.658716348895,-8.388007643283878,0.11075969424754367,47.44368620479572,48.17947730022517,48.17947730022517,-0.1749909066922758,EPSG:25835,12.5
534159.4306681117,7612445.825619485,53728.79,2034.882082636834,20.273436396608304,53708.51656360339,-8.13008726700791,0.18084514937800872,45.61926679706418,46.33806018890828,46.33806018890828,-0.17636447521486484,EPSG:25835,12.5
534171.9306681117,7612445.825619485,53728.79,1999.4315576366048,19.49929175683792,53709.29070824316,-8.034188870748059,0.04688801988123188,48.526390802636904,49.18697790209412,49.18697790209412,-0.16407492918057826,EPSG:25835,12.5
534184.4306681117,7612445.825619485,53728.79,2018.0108288563072,18.801803775320877,53709.98819622468,-6.935245560437936,0.37757254068309365,46.32994420169698,46.846145633508954,46.846145633508954,-0.14858920874722495,EPSG:25835,12.5
534196.9306681117,7612445.825619485,53708.32,1994.1541068662955,-2.295926044433145,53710.61592604443,-8.321930888139844,-0.11853236967330012,48.92518848760431,49.62790144923101,49.62790144923101,-0.1684825062322109,EPSG:25835,12.5
534209.4306681117,7612445.825619485,53708.32,2018.8498863242783,-2.860593358564074,53711.180593358564,-6.642289389178742,0.41190867872936454,47.396802164234714,47.85997141375245,47.85997141375245,-0.13923534853822297,EPSG:25835,12.5
534221.9306681117,7612445.825619485,53686.89,1999.322169472746,-24.7986510481569,53711.688651048156,-8.07439510313274,-0.10016887957147357,49.37242660469333,50.028315633422274,50.028315633422274,-0.1621055427553747,EPSG:25835,12.5
534234.4306681117,7612445.825619485,53686.89,2030.340867113553,-25.256265928772336,53712.14626592877,-6.8565929423247844,0.2281493710248657,48.82646042316872,49.30553827139502,49.30553827139502,-0.13951550362766424,EPSG:25835,12.5
534246.9306681117,7612445.825619485,53686.89,2007.650451255184,-25.66927860690339,53712.5592786069,-6.334178238497413,0.2015722363727213,50.18357381917941,50.58174468345357,50.58174468345357,-0.1255561925049099,EPSG:25835,12.5
534259.4306681117,7612445.825619485,53668.64,2056.3554289812837,-44.29317548306426,53712.933175483064,-6.921926155258253,0.0800618027752664,49.07080021338124,49.55659890751608,49.55659890751608,-0.14013539475765802,EPSG:25835,12.5
534271.9306681117,7612445.825619485,53668.64,2034.0100136261349,-44.6330588349374,53713.27305883494,-6.387635758401191,0.08731432931043916,52.060785868344176,52.45118984171465,52.45118984171465,-0.12208552815981012,EPSG:25835,12.5
534284.4306681117,7612445.825619485,53668.64,2086.3735389475296,-44.94363055563008,53713.58363055563,-5.566829276032681,0.2629283816906947,50.230727896285295,50.53825890530014,50.53825890530014,-0.11037476454039699,EPSG:25835,12.5
534296.9306681117,7612445.825619485,53664.46,2070.1567749725205,-49.409168827209214,53713.86916882721,-5.822645713999775,0.03674348718174226,52.90937839939119,53.22880353455939,53.22880353455939,-0.10960834276719483,EPSG:25835,12.5
534309.4306681117,7612445.825619485,53664.46,2132.3558032369474,-49.67352376162307,53714.13352376162,-5.153987469059354,0.19389999937460212,51.41620721223809,51.67388074185086,51.67388074185086,-0.09990678777262063,EPSG:25835,12.5
534321.9306681117,7612445.825619485,53673.66,2114.5540434221007,-40.720116452968796,53714.38011645297,-4.550121606309292,0.09957371813911435,54.340333318001925,54.53050001369648,54.53050001369648,-0.083538905319389,EPSG:25835,12.5
534334.4306681117,7612445.825619485,53673.66,2190.7167813226365,-40.95191432105639,53714.61191432106,-3.860033111634266,0.30573237005928233,52.01338835582582,52.15642265221868,52.15642265221868,-0.07407650656049565,EPSG:25835,12.5
534346.9306681117,7612445.825619485,53673.66,2178.5976201824396,-41.17145159282518,53714.83145159283,-4.528809153501047,-0.16682918288794069,55.588327741813984,55.77250481626373,55.77250481626373,-0.08129096787422516,EPSG:25835,12.5
534359.4306681117,7612445.825619485,53696.17,2259.042877705144,-18.870824934325356,53715.04082493432,-1.8293839432859256,0.496049217040002,53.53878172413828,53.57002701247103,53.57002701247103,-0.034156034587725655,EPSG:25835,12.5
534371.9306681117,7612445.825619485,53696.17,2254.25488756696,-19.071709862611897,53715.24170986261,-2.5409623726845956,-0.05507492656181184,55.710103887524944,55.76802098818122,55.76802098818122,-0.04557885182640241,EPSG:25835,12.5
534384.4306681117,7612445.825619485,53696.17,2358.471207384968,-19.26539678926929,53715.43539678927,-1.224136525083772,0.38839318621516494,54.29590091409905,54.30969863943002,54.30969863943002,-0.02254183383177307,EPSG:25835,12.5
534396.9306681117,7612445.825619485,53696.17,2354.450759685224,-19.452815067277697,53715.622815067276,-1.9375486556140653,-0.22838785667910605,57.435655819627144,57.4683274006086,57.4683274006086,-0.033721460179240714,EPSG:25835,12.5
534409.4306681117,7612445.825619485,53718.07,2467.851693084633,2.2654500422504498,53715.80454995775,1.260354855149535,0.5629869700678426,56.04622078407501,56.06039028171478,56.06039028171478,0.022483986397568264,EPSG:25835,12.5
534421.9306681117,7612445.825619485,53718.07,2470.965880592934,2.089136441507435,53715.98086355849,0.6020039204646375,-0.11169129534844627,57.82756749840348,57.83070094251552,57.83070094251552,0.01040995152562221,EPSG:25835,12.5
534434.4306681117,7612445.825619485,53718.07,2613.699972778966,1.918266167427646,53716.15173383257,2.460072463894221,0.3942837743742201,57.42443012549609,57.477100933898825,57.477100933898825,0.042813992918594126,EPSG:25835,12.5
534446.9306681117,7612445.825619485,53725.2,2615.956788621284,8.883121987833874,53716.31687801216,2.901523240761344,-0.10204785609376878,60.036756036388034,60.10682916682141,60.10682916682141,0.04829153938858377,EPSG:25835,12.5
534459.4306681117,7612445.825619485,53725.2,2786.5653353605553,8.72420889424393,53716.47579110575,5.402733055031149,0.517738145887254,59.30662628569548,59.55220773283785,59.55220773283785,0.0908475459008118,EPSG:25835,12.5
534471.9306681117,7612445.825619485,53725.83,2794.377899418517,9.202210051633301,53716.62778994837,5.4285320977262925,-0.2596469405147363,62.287288812323055,62.523398086842576,62.523398086842576,0.08693346684097564,EPSG:25835,12.5
534484.4306681117,7612445.825619485,53725.83,2999.4229203912278,9.057955971053161,53716.77204402895,9.164422554953761,0.6707008611672801,62.28778482777674,62.9583575033304,62.9583575033304,0.14608225320653243,EPSG:25835,12.5
534496.9306681117,7612445.825619485,53725.83,3010.956400542754,8.922385709163791,53716.90761429084,9.297163555473993,-0.4179754096012447,65.76487430379095,66.418792087561,66.418792087561,0.1404391028128971,EPSG:25835,12.5
534509.4306681117,7612445.825619485,53720.65,3266.3836058708357,3.6165038523758994,53717.033496147626,14.508372998518656,0.8960353048472577,66.96678037082906,68.52038061992214,68.52038061992214,0.21335300846553715,EPSG:25835,12.5
534521.9306681117,7612445.825619485,53720.65,3280.426392904507,3.501349298901914,53717.1486507011,14.739552040113487,-0.7922184730906805,71.99058976803107,73.48400784859352,73.48400784859352,0.20195171887546612,EPSG:25835,12.5
534534.4306681117,7612445.825619485,53716.88,3609.2090656350583,-0.37205363070825115,53717.252053630706,23.66809011427992,1.4522086675734918,75.52063463316354,79.1425596316764,79.1425596316764,0.303703661235877,EPSG:25835,12.5
534546.9306681117,7612445.825619485,53716.88,3626.2584540695834,-0.46272971037979005,53717.34272971038,23.750310242752573,-1.6560761183325698,84.13848156019912,87.42631935454544,87.42631935454544,0.27511838633266245,EPSG:25835,12.5
534559.4306681117,7612445.825619485,53716.88,4083.6319222427937,-0.5397857368006953,53717.4197857368,41.7098768773831,2.85364294037696,93.89558392458122,102.7428562463811,102.7428562463811,0.4180331606446864,EPSG:25835,12.5
534571.9306681117,7612445.825619485,53718.31,4104.299348812934,0.8275647839909652,53717.48243521601,41.77199432720871,-4.193513751810925,113.27105478167346,120.72792287381252,120.72792287381252,0.35330558181295796,EPSG:25835,12.5
534584.4306681117,7612445.825619485,53718.31,4860.591467252503,0.7799762618815294,53717.530023738116,91.66368061414427,8.355408961808372,146.3523760007909,172.6882981119703,172.6882981119703,0.5595492440808089,EPSG:25835,12.5
534596.9306681117,7612445.825619485,53718.31,4887.118774352218,0.7479595322583918,53717.56204046774,91.57970742455514,-19.88741768171015,223.42019267486094,241.46102233453558,241.46102233453558,0.38901073928965685,EPSG:25835,12.5
534609.4306681117,7612445.825619485,53718.31,7119.898285626666,0.7318618733988842,53717.5781381266,540.8165137000648,93.03510958248815,492.26615029181346,731.30599902764,731.30599902764,0.8323592341774521,EPSG:25835,12.5
532871.9306681117,7612458.325619485,53574.9,15488.865458665441,14.503792303650698,53560.39620769635,-591.7826548240589,-96.93291884094423,510.48020861641805,781.5348705845907,781.5348705845907,-0.8590244162634123,EPSG:25835,12.5
532884.4306681117,7612458.325619485,53573.21,13205.981646932783,12.930035099932866,53560.279964900066,-123.05794162715597,20.91990693024037,226.04147505693103,257.3674521834991,257.3674521834991,-0.4985369075106746,EPSG:25835,12.5
532896.9306681117,7612458.325619485,53570.59,13201.262525264834,10.542393483839987,53560.04760651616,-123.30708906908811,-8.58632214763697,141.74226838432662,187.8709899410404,187.8709899410404,-0.7159562399285202,EPSG:25835,12.5
532909.4306681117,7612458.325619485,53573.77,12423.858706227003,14.070607303714496,53559.69939269628,-71.09384026635202,4.541081966778781,103.70688468905453,125.73564353725013,125.73564353725013,-0.6009461637766472,EPSG:25835,12.5
532921.9306681117,7612458.325619485,53576.74,12402.708348332146,17.504283972368285,53559.23571602763,-71.00128746239183,-2.8086405181172056,79.88604223157843,106.87826048707348,106.87826048707348,-0.7265827046252724,EPSG:25835,12.5
532934.4306681117,7612458.325619485,53572.7,11920.615189778126,14.042882687521342,53558.657117312476,-52.39922277625625,1.8906534534847301,66.95520784360832,85.02163492274494,85.02163492274494,-0.6640414843723086,EPSG:25835,12.5
532946.9306681117,7612458.325619485,53575.33,11887.80975416817,17.36569041913026,53557.96430958087,-52.2528490621612,-1.3515612871879097,54.685671627209665,75.63651840501389,75.63651840501389,-0.7626523560213467,EPSG:25835,12.5
532959.4306681117,7612458.325619485,53574.65,11527.155005920717,17.491789191088174,53557.15821080891,-42.633867012068585,1.0796043949274965,49.519529697580815,65.34393956498444,65.34393956498444,-0.7108171774201691,EPSG:25835,12.5
532971.9306681117,7612458.325619485,53563.83,11488.39008820142,7.590026550009497,53556.23997344999,-43.21890840601173,-0.8950990706724371,41.23978630500758,59.737710186195805,59.737710186195805,-0.8088268935901958,EPSG:25835,12.5
532984.4306681117,7612458.325619485,53569.365742400034,11189.893285716302,14.154705423286941,53555.21103697675,-37.103645515759645,0.6469997610365946,39.9166669870927,54.49789733482941,54.49789733482941,-0.7488912786334935,EPSG:25835,12.5
532996.9306681117,7612458.325619485,53572.63085166408,11140.330949625522,18.55768405758863,53554.07316760649,-37.11612775931649,-0.568163817935753,32.50603442992673,49.33811117387335,49.33811117387335,-0.8515175302134179,EPSG:25835,12.5
533009.4306681117,7612458.325619485,53574.60033078582,10882.822579094627,21.771809209385538,53552.82852157643,-33.15766417692461,0.42550247835669713,33.38432736229905,47.052566424190495,47.052566424190495,-0.7819918585442175,EPSG:25835,12.5
533021.9306681117,7612458.325619485,53577.47309355906,10826.21001123298,25.993387549213367,53551.47970600985,-33.0368270916052,-0.38172250296934546,26.44183659083743,42.31551330868111,42.31551330868111,-0.8958270241789967,EPSG:25835,12.5
533034.4306681117,7612458.325619485,53575.423659429165,10596.025897816357,25.393830296379747,53550.029829132785,-30.312163829317115,0.30727748186629245,28.76952339907672,41.791299963334275,41.791299963334275,-0.8115025297772243,EPSG:25835,12.5
533046.9306681117,7612458.325619485,53574.78992082319,10533.627063622644,26.307369632762857,53548.48255119043,-30.311324830239514,-0.3066460140475843,21.913532918642574,37.40293221046615,37.40293221046615,-0.9448340085720733,EPSG:25835,12.5
533059.4306681117,7612458.325619485,53573.49292854834,10321.307034802569,26.650798508169828,53546.84213004017,-28.192737607662124,0.2285148985854778,25.502901689524194,38.01616035845838,38.01616035845838,-0.8354504461889577,EPSG:25835,12.5
533071.9306681117,7612458.325619485,53573.41121679419,10252.971779788337,28.297746569791343,53545.1134702244,-28.15505320944844,-0.2412643915473823,18.3512022184389,33.60764264403128,33.60764264403128,-0.9931632865600108,EPSG:25835,12.5
533084.4306681117,7612458.325619485,53572.059487992556,10053.962956639361,28.75731329210248,53543.30217470045,-26.483110958067197,0.1785612137733472,22.99265469575112,35.071602985540096,35.071602985540096,-0.855830275461542,EPSG:25835,12.5
533096.9306681117,7612458.325619485,53570.57405418063,9980.704117831865,29.15945755361463,53541.414596627015,-26.491657571372322,-0.20618683154298653,15.488327277259781,30.68706898233127,30.68706898233127,-1.0417406295944442,EPSG:25835,12.5
533109.4306681117,7612458.325619485,53568.98832994007,9791.72575871719,29.53044799034251,53539.457881949726,-25.097531380656072,0.14469540642429882,21.045379557383338,32.75353541401821,32.75353541401821,-0.8729908851931668,EPSG:25835,12.5
533121.9306681117,7612458.325619485,53566.291919570336,9713.891966204597,28.85191271990334,53537.44000685043,-25.12249886065776,-0.1753262986336701,13.122205534643397,28.343116044238613,28.343116044238613,-1.0894456325007318,EPSG:25835,12.5
533134.4306681117,7612458.325619485,53563.547508023636,9532.850538787357,28.177710306779773,53535.369797716856,-23.97861868677148,0.11398929917996363,19.491884630227453,30.901581198438432,30.901581198438432,-0.8882472774610621,EPSG:25835,12.5
533146.9306681117,7612458.325619485,53560.47564979344,9450.799297526588,27.21869257821527,53533.25695721523,-23.990905917316947,-0.1536393036075608,11.07708981135445,26.424713535294302,26.424713535294302,-1.138238603039793,EPSG:25835,12.5
533159.4306681117,7612458.325619485,53557.19626848956,9275.953248123447,26.084210801374866,53531.11205768819,-23.035619298923255,0.08769940232427759,18.226974792301423,29.374519001408633,29.374519001408633,-0.9014124745116937,EPSG:25835,12.5
533171.9306681117,7612458.325619485,53554.27924310939,9189.768777106969,25.332702696628985,53528.94654041276,-23.035645204389873,-0.13783361651964932,9.285062457246848,24.836532262324887,24.836532262324887,-1.187643030687269,EPSG:25835,12.5
533184.4306681117,7612458.325619485,53551.88445781483,9019.640390594826,25.111760962827248,53526.772696852,-22.19580696321007,0.06939616912493321,17.22216049380279,28.09371208691344,28.09371208691344,-0.9109120214594094,EPSG:25835,12.5
533196.9306681117,7612458.325619485,53550.113417553766,8929.728219163313,25.509777963583474,53524.60363959018,-22.16034509764655,-0.12218820656272347,7.703119702397847,23.46100910012733,23.46100910012733,-1.2362537921546006,EPSG:25835,12.5
533209.4306681117,7612458.325619485,53547.96092886856,8763.935653366843,25.50765984071768,53522.45326902784,-21.423659224939854,0.058042089080467464,16.338393248701102,26.942833342756515,26.942833342756515,-0.919258891910023,EPSG:25835,12.5
533221.9306681117,7612458.325619485,53546.15580555181,8670.753911350032,25.819590133454767,53520.336215418356,-21.400283950212522,-0.11592918395513643,6.313113650856278,22.3120495947448,22.3120495947448,-1.2839316925715758,EPSG:25835,12.5
533234.4306681117,7612458.325619485,53544.59222179303,8508.716116777314,26.32447349467111,53518.267748298356,-20.68943219905235,0.053243062167855924,15.596189549380473,25.909336795437063,25.909336795437063,-0.9248523772788758,EPSG:25835,12.5
533246.9306681117,7612458.325619485,53540.66289147313,8413.538097245262,24.399186487469706,53516.26370498566,-20.699834983623543,-0.10741055246226974,5.133134318093035,21.32679620282497,21.32679620282497,-1.3277202316420362,EPSG:25835,12.5
533259.4306681117,7612458.325619485,53535.34201678416,8255.801504011932,21.00165902353183,53514.34035776063,-20.124042773404994,0.035862849527499026,14.884254786430283,25.03034434627711,25.03034434627711,-0.9339680416782994,EPSG:25835,12.5
533271.9306681117,7612458.325619485,53528.421253972214,8158.719377667618,15.90690173451003,53512.514352237704,-20.13683446320614,-0.10252562972252616,4.115165018714543,20.553021318770103,20.553021318770103,-1.369211923065249,EPSG:25835,12.5
533284.4306681117,7612458.325619485,53520.369584130196,8004.619973791444,9.567060545203276,53510.80252358499,-19.63486790316639,0.025173691189560587,14.277766789591677,24.277204576984577,24.277204576984577,-0.9420712340054572,EPSG:25835,12.5
533296.9306681117,7612458.325619485,53511.19026750838,7905.730811881319,1.9684882792280405,53509.22177922915,-19.677852203651803,-0.10508772076948199,3.123998261019999,19.924287502533687,19.924287502533687,-1.413353199260723,EPSG:25835,12.5
533309.4306681117,7612458.325619485,53502.47387350854,7754.172040031245,-5.315071506069216,53507.78894501461,-19.21897417587196,0.010317872062679355,13.832077993074202,23.679006524331232,23.679006524331232,-0.9469646303205109,EPSG:25835,12.5
533321.9306681117,7612458.325619485,53494.538658290316,7653.043186104296,-11.98194738537859,53506.520605675694,-19.186223843140038,-0.09802670519900186,2.325478218694031,19.326640533333663,19.326640533333663,-1.4501790620951216,EPSG:25835,12.5
533334.4306681117,7612458.325619485,53485.9291747714,7504.19545241587,-19.503765881236177,53505.43294065264,-18.76110718375441,0.0051026172687478905,13.389703435683547,23.04914967750171,23.04914967750171,-0.950938273765745,EPSG:25835,12.5
533346.9306681117,7612458.325619485,53477.392650920956,7401.623789923097,-27.14890851619566,53504.54155943715,-18.751608941344205,-0.10103505890111485,1.8005680680286669,18.837857714100732,18.837857714100732,-1.4750677628884505,EPSG:25835,12.5
533359.4306681117,7612458.325619485,53469.03323610852,7255.3603578227285,-34.828103144609486,53503.861339253126,-18.32673138300371,-0.0006862190017543337,13.00819099638817,22.474032041075482,22.474032041075482,-0.9535278782745654,EPSG:25835,12.5
533371.9306681117,7612458.325619485,53460.803239306406,7151.4623667680025,-42.60303262600064,53503.40627193241,-18.288177493694945,-0.09591384036999147,1.6539658095067795,18.36281674852493,18.36281674852493,-1.4806026251558941,EPSG:25835,12.5
533384.4306681117,7612458.325619485,53452.342567932166,7008.065955590325,-50.846718898515974,53503.18928683068,-17.885313229609825,-0.006255528853552446,12.6494645868657,21.906468991045216,21.906468991045216,-0.9552182828751655,EPSG:25835,12.5
533396.9306681117,7612458.325619485,53443.77693223875,6903.637266454801,-59.44516490299429,53503.22209714174,-17.807812659280305,-0.09655420478718327,1.8101562220201997,17.899577013330298,17.899577013330298,-1.469494720254494,EPSG:25835,12.5
533409.4306681117,7612458.325619485,53433.0587251151,6764.209451018515,-70.45634191966383,53503.515067034765,-17.308496700701294,0.017509322367019,12.197254047775909,21.174443660794807,21.174443660794807,-0.9569246423030916,EPSG:25835,12.5
533421.9306681117,7612458.325619485,53413.559309945544,6662.8676200268455,-90.51777408963972,53504.07708403518,-17.411719739138185,-0.09486053237475922,2.1784761865261655,17.547471121775807,17.547471121775807,-1.4463276014294189,EPSG:25835,12.5
533434.4306681117,7612458.325619485,53386.81555034397,6530.607569148343,-118.0998754759712,53504.91542581994,-17.178167088244162,-0.0024177694299997703,11.562178205332993,20.706844022291573,20.706844022291573,-0.9783709622140718,EPSG:25835,12.5
533446.9306681117,7612458.325619485,53352.7958993276,6432.090096021157,-153.23976790225424,53506.03566722985,-17.405326103631996,-0.08969397687912109,2.525894662747007,17.587652504557486,17.587652504557486,-1.4266804797106476,EPSG:25835,12.5
533459.4306681117,7612458.325619485,53314.731789362224,6304.248639903446,-192.70983102002356,53507.44162038225,-17.427419180804353,-0.029373778697620624,11.082391018411892,20.652707570399674,20.652707570399674,-1.004385118724436,EPSG:25835,12.5
533471.9306681117,7612458.325619485,53278.941941868216,6203.883175860278,-230.19329044234473,53509.13523231056,-17.722402004371872,-0.11723567506570334,3.063566931002272,17.985243260664973,17.985243260664973,-1.3996238487849375,EPSG:25835,12.5
533484.4306681117,7612458.325619485,53249.52863125425,6074.5331227877405,-261.5879468370258,53511.11657809128,-17.643697536770976,-0.05188976283992292,11.080274919308742,20.834407960307402,20.834407960307402,-1.010041280310246,EPSG:25835,12.5
533496.9306681117,7612458.325619485,53228.23344013315,5968.748721614144,-285.15039275452,53513.38383288767,-17.7504800469238,-0.11724171707379286,3.827665870922581,18.158484736223603,18.158484736223603,-1.3584110891555838,EPSG:25835,12.5
533509.4306681117,7612458.325619485,53213.637101102126,5837.27684581578,-302.29616691794945,53515.933268020075,-17.62691063650282,-0.06375149417137432,11.110570339414922,20.836332495291558,20.836332495291558,-1.008381510600062,EPSG:25835,12.5
533521.9306681117,7612458.325619485,53208.21258436212,5726.384236517362,-310.5467037754279,53518.759288137546,-17.664863292599733,-0.1244032861736066,4.639116827873542,18.26386596777629,18.26386596777629,-1.3139773013260752,EPSG:25835,12.5
533534.4306681117,7612458.325619485,53210.57684667086,5592.536518061785,-311.27763641739875,53521.85448308826,-17.46536253472873,-0.0630577199024825,11.20526844837662,20.750829609191303,20.750829609191303,-1.0003694972375878,EPSG:25835,12.5
533546.9306681117,7612458.325619485,53222.356950439134,5476.58955564439,-302.85274003016093,53525.209690469295,-17.520624925391264,-0.14085413234051927,5.494566271443712,18.361986719511822,18.361986719511822,-1.2669045293697736,EPSG:25835,12.5
533559.4306681117,7612458.325619485,53245.36717827204,5339.4045347574065,-283.4469086292447,53528.814086901286,-17.251875499015522,-0.084360183856138,11.432151217923929,20.695924470847192,20.695924470847192,-0.9855717587393125,EPSG:25835,12.5
533571.9306681117,7612458.325619485,53281.34414680196,5216.74747708843,-251.31114806747064,53532.65529486943,-17.157239995752363,-0.1592260559824082,6.540797260144132,18.36172413119622,18.36172413119622,-1.2065778751588132,EPSG:25835,12.5
533584.4306681117,7612458.325619485,53332.290700129175,5074.708843473322,-204.42879367080604,53536.71949379998,-16.63219243713216,-0.09440952068065184,11.831126322563009,20.410913142881178,20.410913142881178,-0.9525007967228385,EPSG:25835,12.5
533596.9306681117,7612458.325619485,53398.16856757061,4944.828912261346,-142.82300906665478,53540.991576637265,-16.154199906256938,-0.1507236464103,7.692701197729227,17.8923398785306,17.8923398785306,-1.1263657606111208,EPSG:25835,12.5
533609.4306681117,7612458.325619485,53475.224844923054,4800.284127310813,-70.23043819169106,53545.455283114745,-15.239599116140308,-0.07728709345556378,12.101106927791351,19.459757709141815,19.459757709141815,-0.8996898229687803,EPSG:25835,12.5
533621.9306681117,7612458.325619485,53557.458006795096,4669.49294133263,7.36464675370371,53550.09336004139,-14.31870548519366,-0.08148456139776136,8.4120167856561,16.60684657524947,16.60684657524947,-1.0396302692537356,EPSG:25835,12.5
533634.4306681117,7612458.325619485,53630.71671154699,4533.685346505638,75.82897301973571,53554.88773852726,-13.366440126424406,-0.012288912861387865,11.465492621603174,17.610202801482025,17.610202801482025,-0.8618016861452569,EPSG:25835,12.5
533646.9306681117,7612458.325619485,53685.903129750164,4416.236151645883,126.08343871460966,53559.819691035555,-12.814605962193466,-0.04658755123950934,8.133280568622052,15.177759346300409,15.177759346300409,-1.0052604542462618,EPSG:25835,12.5
533659.4306681117,7612458.325619485,53714.00026881259,4300.728170569049,149.1302666787742,53564.870002133815,-12.432980151731703,0.03716204083349791,10.03778739301069,15.979241884414881,15.979241884414881,-0.8915887020000294,EPSG:25835,12.5
533671.9306681117,7612458.325619485,53714.80348215052,4201.890932074204,144.784328864087,53570.019153286434,-12.981526265957882,-0.10825585960640904,7.6238083883966805,15.054649731453136,15.054649731453136,-1.0397812625132357,EPSG:25835,12.5
533684.4306681117,7612458.325619485,53705.94941792131,4099.774960541514,130.7019626568217,53575.247455264485,-13.08287128452716,-0.03977177250086328,9.327383937950604,16.067408383850964,16.067408383850964,-0.9514343496437457,EPSG:25835,12.5
533696.9306681117,7612458.325619485,53691.59294175428,4005.0476037702747,111.05770493259479,53580.535236821685,-13.587492041429693,-0.14863491330983958,7.999451118723931,15.767408099518727,15.767408099518727,-1.0387000558558928,EPSG:25835,12.5
533709.4306681117,7612458.325619485,53681.763305012144,3905.3620238759886,95.90027726379049,53585.86302774835,-13.59298990345391,-0.08888869776162796,9.199378410321337,16.413346327050018,16.413346327050018,-0.9758291305828961,EPSG:25835,12.5
533721.9306681117,7612458.325619485,53677.584217220676,3808.1018209938093,86.37255338698014,53591.211663833696,-13.744193764166281,-0.16386645190768057,8.654175184908961,16.241847504457162,16.241847504457162,-1.0088526964405176,EPSG:25835,12.5
533734.4306681117,7612458.325619485,53680.09246738673,3708.4469094156784,83.53003223065025,53596.56243515608,-13.458706811782154,-0.09541799236523067,9.197270948194879,16.30112210677599,16.30112210677599,-0.9713191269871481,EPSG:25835,12.5
533746.9306681117,7612458.325619485,53686.51902233883,3610.2758938940556,84.62180119711411,53601.89722114171,-13.31776996454277,-0.13997145091045218,9.22557855286008,16.20105849824231,16.20105849824231,-0.9649682810864466,EPSG:25835,12.5
533759.4306681117,7612458.325619485,53692.98515087801,3514.6203358205366,85.78656552092434,53607.19858535709,-12.991864952179302,-0.08174714550158514,8.926977465182098,15.763231952855794,15.763231952855794,-0.9687666861120312,EPSG:25835,12.5
533771.9306681117,7612458.325619485,53698.23784627829,3419.7799759673085,85.78795380824886,53612.44989247004,-12.906212733128138,-0.13728836954494855,9.610817616112373,16.091555001395445,16.091555001395445,-0.9307177371118004,EPSG:25835,12.5
533784.4306681117,7612458.325619485,53700.65404354784,3330.730989006559,83.01864607981406,53617.635397468024,-12.633768124468347,-0.07760412862066421,8.587107494534767,15.275814614793138,15.275814614793138,-0.9738283424310133,EPSG:25835,12.5
533796.9306681117,7612458.325619485,53699.75683243778,3240.7418903115104,77.01652468290558,53622.74030775487,-12.647142886388087,-0.13532029947140461,9.859328913407778,16.036102700203543,16.036102700203543,-0.9086376449791094,EPSG:25835,12.5
533809.4306681117,7612458.325619485,53695.39110283973,3158.775900101788,67.64024296403659,53627.75085987569,-12.532107351558338,-0.08925439658941021,8.17698931932097,14.963852077565848,14.963852077565848,-0.9926774379677604,EPSG:25835,12.5
533821.9306681117,7612458.325619485,53690.222244680306,3072.3501799402475,57.56788662826875,53632.65435805204,-12.65901623643871,-0.15811225136805127,10.168724815254595,16.237415325192416,16.237415325192416,-0.8940590501110869,EPSG:25835,12.5
533834.4306681117,7612458.325619485,53686.38511361761,2994.6309486775326,48.94589820764668,53637.43921540996,-12.533858425642507,-0.10915961591841217,7.908585491857552,14.820368804995017,14.820368804995017,-1.00790996570448,EPSG:25835,12.5
533846.9306681117,7612458.325619485,53686.1402592036,2908.7794995421777,44.04527242264885,53642.094986780954,-12.576836212225757,-0.1761423611349055,10.656692558619943,16.484596003484548,16.484596003484548,-0.8678561408074517,EPSG:25835,12.5
