easting,northing,tmi,relative_magnetic_anomaly,crs,cell_size_m
533321.9306681117,7612170.825619485,53274.39085519235,-342.3941448076512,EPSG:25835,12.5
533334.4306681117,7612170.825619485,53282.88609178138,-333.89890821862355,EPSG:25835,12.5
533346.9306681117,7612170.825619485,53299.8495737508,-316.9354262492052,EPSG:25835,12.5
533359.4306681117,7612170.825619485,53324.13852841641,-292.64647158359,EPSG:25835,12.5
533371.9306681117,7612170.825619485,53359.20462156299,-257.5803784370146,EPSG:25835,12.5
533384.4306681117,7612170.825619485,53405.29613463624,-211.48886536376085,EPSG:25835,12.5
533396.9306681117,7612170.825619485,53460.65934498083,-156.1256550191756,EPSG:25835,12.5
533409.4306681117,7612170.825619485,53520.66561462187,-96.11938537813694,EPSG:25835,12.5
533421.9306681117,7612170.825619485,53585.0992203115,-31.685779688501498,EPSG:25835,12.5
533434.4306681117,7612170.825619485,53648.70843131743,31.92343131742382,EPSG:25835,12.5
533446.9306681117,7612170.825619485,53697.92132429643,81.13632429642894,EPSG:25835,12.5
533459.4306681117,7612170.825619485,53730.9122015337,114.12720153369446,EPSG:25835,12.5
533471.9306681117,7612170.825619485,53745.343964989836,128.55896498983202,EPSG:25835,12.5
533484.4306681117,7612170.825619485,53744.82230163351,128.037301633507,EPSG:25835,12.5
533496.9306681117,7612170.825619485,53734.01111390347,117.2261139034672,EPSG:25835,12.5
533509.4306681117,7612170.825619485,53721.949623518536,105.16462351853261,EPSG:25835,12.5
533521.9306681117,7612170.825619485,53714.27582306057,97.49082306056516,EPSG:25835,12.5
533534.4306681117,7612170.825619485,53711.58734971639,94.80234971638856,EPSG:25835,12.5
533546.9306681117,7612170.825619485,53712.69416500753,95.90916500752792,EPSG:25835,12.5
533559.4306681117,7612170.825619485,53717.68485392081,100.89985392080416,EPSG:25835,12.5
533571.9306681117,7612170.825619485,53725.4399070213,108.65490702129318,EPSG:25835,12.5
533584.4306681117,7612170.825619485,53733.02989227959,116.24489227958838,EPSG:25835,12.5
533596.9306681117,7612170.825619485,53739.30777907084,122.52277907083771,EPSG:25835,12.5
533609.4306681117,7612170.825619485,53745.26790534335,128.48290534334956,EPSG:25835,12.5
533621.9306681117,7612170.825619485,53749.72414230781,132.939142307805,EPSG:25835,12.5
533634.4306681117,7612170.825619485,53750.3134203535,133.5284203534975,EPSG:25835,12.5
533646.9306681117,7612170.825619485,53748.76439683648,131.97939683647564,EPSG:25835,12.5
533659.4306681117,7612170.825619485,53746.521533615996,129.7365336159928,EPSG:25835,12.5
533671.9306681117,7612170.825619485,53741.30598225014,124.5209822501347,EPSG:25835,12.5
533684.4306681117,7612170.825619485,53736.846835205906,120.06183520590275,EPSG:25835,12.5
533696.9306681117,7612170.825619485,53732.21784451405,115.43284451404907,EPSG:25835,12.5
533709.4306681117,7612170.825619485,53729.37546719641,112.59046719640901,EPSG:25835,12.5
533721.9306681117,7612170.825619485,53725.67723781558,108.89223781557666,EPSG:25835,12.5
533734.4306681117,7612170.825619485,53722.43192744818,105.64692744817876,EPSG:25835,12.5
533746.9306681117,7612170.825619485,53721.48088495614,104.69588495613425,EPSG:25835,12.5
533759.4306681117,7612170.825619485,53721.402841904885,104.61784190488106,EPSG:25835,12.5
533771.9306681117,7612170.825619485,53724.43442981137,107.64942981136846,EPSG:25835,12.5
533784.4306681117,7612170.825619485,53731.931216014214,115.14621601421095,EPSG:25835,12.5
533796.9306681117,7612170.825619485,53738.724894669904,121.93989466990024,EPSG:25835,12.5
533809.4306681117,7612170.825619485,53746.24,129.45499999999447,EPSG:25835,12.5
533821.9306681117,7612170.825619485,53746.24,129.45499999999447,EPSG:25835,12.5
533834.4306681117,7612170.825619485,53765.63,148.8449999999939,EPSG:25835,12.5
533846.9306681117,7612170.825619485,53765.63,148.8449999999939,EPSG:25835,12.5
533859.4306681117,7612170.825619485,53765.63,148.8449999999939,EPSG:25835,12.5
533871.9306681117,7612170.825619485,53760.48,143.6949999999997,EPSG:25835,12.5
533884.4306681117,7612170.825619485,53760.48,143.6949999999997,EPSG:25835,12.5
533896.9306681117,7612170.825619485,53743.3,126.51499999999942,EPSG:25835,12.5
533909.4306681117,7612170.825619485,53743.3,126.51499999999942,EPSG:25835,12.5
533921.9306681117,7612170.825619485,53743.3,126.51499999999942,EPSG:25835,12.5
533934.4306681117,7612170.825619485,53726.81,110.02499999999418,EPSG:25835,12.5
533946.9306681117,7612170.825619485,53726.81,110.02499999999418,EPSG:25835,12.5
533959.4306681117,7612170.825619485,53715.5,98.71499999999651,EPSG:25835,12.5
533971.9306681117,7612170.825619485,53715.5,98.71499999999651,EPSG:25835,12.5
533984.4306681117,7612170.825619485,53715.5,98.71499999999651,EPSG:25835,12.5
533996.9306681117,7612170.825619485,53716.42,99.63499999999476,EPSG:25835,12.5
534009.4306681117,7612170.825619485,53716.42,99.63499999999476,EPSG:25835,12.5
534021.9306681117,7612170.825619485,53716.42,99.63499999999476,EPSG:25835,12.5
534034.4306681117,7612170.825619485,53716.42,99.63499999999476,EPSG:25835,12.5
534046.9306681117,7612170.825619485,53729.38,112.59499999999389,EPSG:25835,12.5
534059.4306681117,7612170.825619485,53729.38,112.59499999999389,EPSG:25835,12.5
534071.9306681117,7612170.825619485,53763.05,146.26499999999942,EPSG:25835,12.5
534084.4306681117,7612170.825619485,53763.05,146.26499999999942,EPSG:25835,12.5
534096.9306681117,7612170.825619485,53763.05,146.26499999999942,EPSG:25835,12.5
534109.4306681117,7612170.825619485,53763.05,146.26499999999942,EPSG:25835,12.5
534121.9306681117,7612170.825619485,53785.03,168.24499999999534,EPSG:25835,12.5
534134.4306681117,7612170.825619485,53785.03,168.24499999999534,EPSG:25835,12.5
534146.9306681117,7612170.825619485,53787.84,171.05499999999302,EPSG:25835,12.5
534159.4306681117,7612170.825619485,53787.84,171.05499999999302,EPSG:25835,12.5
534171.9306681117,7612170.825619485,53787.84,171.05499999999302,EPSG:25835,12.5
534184.4306681117,7612170.825619485,53772.2,155.4149999999936,EPSG:25835,12.5
534196.9306681117,7612170.825619485,53772.2,155.4149999999936,EPSG:25835,12.5
534209.4306681117,7612170.825619485,53772.2,155.4149999999936,EPSG:25835,12.5
534221.9306681117,7612170.825619485,53745.82,129.03499999999622,EPSG:25835,12.5
534234.4306681117,7612170.825619485,53745.82,129.03499999999622,EPSG:25835,12.5
534246.9306681117,7612170.825619485,53717.84,101.05499999999302,EPSG:25835,12.5
534259.4306681117,7612170.825619485,53717.84,101.05499999999302,EPSG:25835,12.5
534271.9306681117,7612170.825619485,53700.04,83.25499999999738,EPSG:25835,12.5
534284.4306681117,7612170.825619485,53700.04,83.25499999999738,EPSG:25835,12.5
534296.9306681117,7612170.825619485,53700.04,83.25499999999738,EPSG:25835,12.5
534309.4306681117,7612170.825619485,53700.04,83.25499999999738,EPSG:25835,12.5
534321.9306681117,7612170.825619485,53697.71,80.92499999999563,EPSG:25835,12.5
534334.4306681117,7612170.825619485,53697.71,80.92499999999563,EPSG:25835,12.5
534346.9306681117,7612170.825619485,53697.71,80.92499999999563,EPSG:25835,12.5
534359.4306681117,7612170.825619485,53713.15,96.36499999999796,EPSG:25835,12.5
534371.9306681117,7612170.825619485,53713.15,96.36499999999796,EPSG:25835,12.5
534384.4306681117,7612170.825619485,53731.8,115.01499999999942,EPSG:25835,12.5
534396.9306681117,7612170.825619485,53731.8,115.01499999999942,EPSG:25835,12.5
534409.4306681117,7612170.825619485,53731.8,115.01499999999942,EPSG:25835,12.5
534421.9306681117,7612170.825619485,53731.8,115.01499999999942,EPSG:25835,12.5
534434.4306681117,7612170.825619485,53728.79,112.00499999999738,EPSG:25835,12.5
534446.9306681117,7612170.825619485,53728.79,112.00499999999738,EPSG:25835,12.5
534459.4306681117,7612170.825619485,53728.79,112.00499999999738,EPSG:25835,12.5
534471.9306681117,7612170.825619485,53708.32,91.53499999999622,EPSG:25835,12.5
534484.4306681117,7612170.825619485,53708.32,91.53499999999622,EPSG:25835,12.5
534496.9306681117,7612170.825619485,53708.32,91.53499999999622,EPSG:25835,12.5
534509.4306681117,7612170.825619485,53686.89,70.10499999999593,EPSG:25835,12.5
534521.9306681117,7612170.825619485,53668.64,51.854999999995925,EPSG:25835,12.5
534534.4306681117,7612170.825619485,53668.64,51.854999999995925,EPSG:25835,12.5
534546.9306681117,7612170.825619485,53668.64,51.854999999995925,EPSG:25835,12.5
534559.4306681117,7612170.825619485,53668.64,51.854999999995925,EPSG:25835,12.5
534571.9306681117,7612170.825619485,53668.64,51.854999999995925,EPSG:25835,12.5
534584.4306681117,7612170.825619485,53673.66,56.875,EPSG:25835,12.5
534596.9306681117,7612170.825619485,53673.66,56.875,EPSG:25835,12.5
534609.4306681117,7612170.825619485,53673.66,56.875,EPSG:25835,12.5
532871.9306681117,7612183.325619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532884.4306681117,7612183.325619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532896.9306681117,7612183.325619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532909.4306681117,7612183.325619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532921.9306681117,7612183.325619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532934.4306681117,7612183.325619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532946.9306681117,7612183.325619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532959.4306681117,7612183.325619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532971.9306681117,7612183.325619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532984.4306681117,7612183.325619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532996.9306681117,7612183.325619485,53540.44,-76.34500000000116,EPSG:25835,12.5
533009.4306681117,7612183.325619485,53525.01,-91.77500000000146,EPSG:25835,12.5
533021.9306681117,7612183.325619485,53521.96,-94.82500000000437,EPSG:25835,12.5
533034.4306681117,7612183.325619485,53519.5,-97.28500000000349,EPSG:25835,12.5
533046.9306681117,7612183.325619485,53517.1,-99.68500000000495,EPSG:25835,12.5
533059.4306681117,7612183.325619485,53515.22,-101.56500000000233,EPSG:25835,12.5
533071.9306681117,7612183.325619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533084.4306681117,7612183.325619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533096.9306681117,7612183.325619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533109.4306681117,7612183.325619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533121.9306681117,7612183.325619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533134.4306681117,7612183.325619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533146.9306681117,7612183.325619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533159.4306681117,7612183.325619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533171.9306681117,7612183.325619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533184.4306681117,7612183.325619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533196.9306681117,7612183.325619485,53369.27,-247.5150000000067,EPSG:25835,12.5
533209.4306681117,7612183.325619485,53348.92,-267.86500000000524,EPSG:25835,12.5
533221.9306681117,7612183.325619485,53330.88,-285.9050000000061,EPSG:25835,12.5
533234.4306681117,7612183.325619485,53316.6,-300.18500000000495,EPSG:25835,12.5
533246.9306681117,7612183.325619485,53499.1473296155,-117.63767038450169,EPSG:25835,12.5
533259.4306681117,7612183.325619485,53315.475958841445,-301.3090411585581,EPSG:25835,12.5
533271.9306681117,7612183.325619485,53283.96885670346,-332.8161432965426,EPSG:25835,12.5
533284.4306681117,7612183.325619485,53273.748943591854,-343.0360564081493,EPSG:25835,12.5
533296.9306681117,7612183.325619485,53264.49215861623,-352.2928413837726,EPSG:25835,12.5
533309.4306681117,7612183.325619485,53261.14485046604,-355.6401495339669,EPSG:25835,12.5
533321.9306681117,7612183.325619485,53260.30774683002,-356.4772531699855,EPSG:25835,12.5
533334.4306681117,7612183.325619485,53264.800782615595,-351.9842173844081,EPSG:25835,12.5
533346.9306681117,7612183.325619485,53273.85805439634,-342.9269456036636,EPSG:25835,12.5
533359.4306681117,7612183.325619485,53292.18361475393,-324.60138524607464,EPSG:25835,12.5
533371.9306681117,7612183.325619485,53316.42217042848,-300.36282957152434,EPSG:25835,12.5
533384.4306681117,7612183.325619485,53352.13023432336,-264.65476567664155,EPSG:25835,12.5
533396.9306681117,7612183.325619485,53396.93495943361,-219.85004056639445,EPSG:25835,12.5
533409.4306681117,7612183.325619485,53451.98269462071,-164.8023053792931,EPSG:25835,12.5
533421.9306681117,7612183.325619485,53519.298016592875,-97.48698340712872,EPSG:25835,12.5
533434.4306681117,7612183.325619485,53587.55346796983,-29.231532030171365,EPSG:25835,12.5
533446.9306681117,7612183.325619485,53652.519414787836,35.734414787832065,EPSG:25835,12.5
533459.4306681117,7612183.325619485,53704.25954542791,87.47454542790365,EPSG:25835,12.5
533471.9306681117,7612183.325619485,53735.457150086964,118.67215008696076,EPSG:25835,12.5
533484.4306681117,7612183.325619485,53740.844439369655,124.05943936965195,EPSG:25835,12.5
533496.9306681117,7612183.325619485,53734.8326478631,118.04764786309534,EPSG:25835,12.5
533509.4306681117,7612183.325619485,53722.44268690645,105.65768690644472,EPSG:25835,12.5
533521.9306681117,7612183.325619485,53710.50194169352,93.71694169351395,EPSG:25835,12.5
533534.4306681117,7612183.325619485,53703.884677491515,87.0996774915111,EPSG:25835,12.5
533546.9306681117,7612183.325619485,53702.89269025714,86.10769025713671,EPSG:25835,12.5
533559.4306681117,7612183.325619485,53708.4114201958,91.62642019579653,EPSG:25835,12.5
533571.9306681117,7612183.325619485,53717.85401643824,101.06901643823949,EPSG:25835,12.5
533584.4306681117,7612183.325619485,53728.31328500461,111.528285004606,EPSG:25835,12.5
533596.9306681117,7612183.325619485,53738.18962413806,121.40462413805653,EPSG:25835,12.5
533609.4306681117,7612183.325619485,53745.99565659407,129.21065659406304,EPSG:25835,12.5
533621.9306681117,7612183.325619485,53749.96539165437,133.18039165436494,EPSG:25835,12.5
533634.4306681117,7612183.325619485,53750.304510648704,133.51951064870082,EPSG:25835,12.5
533646.9306681117,7612183.325619485,53748.50132642506,131.71632642505574,EPSG:25835,12.5
533659.4306681117,7612183.325619485,53743.19562933702,126.41062933701323,EPSG:25835,12.5
533671.9306681117,7612183.325619485,53737.9195538611,121.13455386109854,EPSG:25835,12.5
533684.4306681117,7612183.325619485,53733.47986841391,116.69486841390608,EPSG:25835,12.5
533696.9306681117,7612183.325619485,53730.10669184888,113.32169184887607,EPSG:25835,12.5
533709.4306681117,7612183.325619485,53726.54912615647,109.76412615646404,EPSG:25835,12.5
533721.9306681117,7612183.325619485,53724.47516877515,107.69016877514514,EPSG:25835,12.5
533734.4306681117,7612183.325619485,53723.645525171436,106.86052517143253,EPSG:25835,12.5
533746.9306681117,7612183.325619485,53723.26631466695,106.48131466694758,EPSG:25835,12.5
533759.4306681117,7612183.325619485,53725.42963831022,108.64463831021567,EPSG:25835,12.5
533771.9306681117,7612183.325619485,53730.2410158658,113.45601586579869,EPSG:25835,12.5
533784.4306681117,7612183.325619485,53739.166845553504,122.38184555350017,EPSG:25835,12.5
533796.9306681117,7612183.325619485,53747.09666685397,130.31166685396602,EPSG:25835,12.5
533809.4306681117,7612183.325619485,53753.09919575329,136.31419575328619,EPSG:25835,12.5
533821.9306681117,7612183.325619485,53765.63,148.8449999999939,EPSG:25835,12.5
533834.4306681117,7612183.325619485,53765.63,148.8449999999939,EPSG:25835,12.5
533846.9306681117,7612183.325619485,53765.63,148.8449999999939,EPSG:25835,12.5
533859.4306681117,7612183.325619485,53760.48,143.6949999999997,EPSG:25835,12.5
533871.9306681117,7612183.325619485,53760.48,143.6949999999997,EPSG:25835,12.5
533884.4306681117,7612183.325619485,53743.3,126.51499999999942,EPSG:25835,12.5
533896.9306681117,7612183.325619485,53743.3,126.51499999999942,EPSG:25835,12.5
533909.4306681117,7612183.325619485,53743.3,126.51499999999942,EPSG:25835,12.5
533921.9306681117,7612183.325619485,53726.81,110.02499999999418,EPSG:25835,12.5
533934.4306681117,7612183.325619485,53726.81,110.02499999999418,EPSG:25835,12.5
533946.9306681117,7612183.325619485,53715.5,98.71499999999651,EPSG:25835,12.5
533959.4306681117,7612183.325619485,53715.5,98.71499999999651,EPSG:25835,12.5
533971.9306681117,7612183.325619485,53715.5,98.71499999999651,EPSG:25835,12.5
533984.4306681117,7612183.325619485,53716.42,99.63499999999476,EPSG:25835,12.5
533996.9306681117,7612183.325619485,53716.42,99.63499999999476,EPSG:25835,12.5
534009.4306681117,7612183.325619485,53716.42,99.63499999999476,EPSG:25835,12.5
534021.9306681117,7612183.325619485,53716.42,99.63499999999476,EPSG:25835,12.5
534034.4306681117,7612183.325619485,53729.38,112.59499999999389,EPSG:25835,12.5
534046.9306681117,7612183.325619485,53729.38,112.59499999999389,EPSG:25835,12.5
534059.4306681117,7612183.325619485,53763.05,146.26499999999942,EPSG:25835,12.5
534071.9306681117,7612183.325619485,53763.05,146.26499999999942,EPSG:25835,12.5
534084.4306681117,7612183.325619485,53763.05,146.26499999999942,EPSG:25835,12.5
534096.9306681117,7612183.325619485,53763.05,146.26499999999942,EPSG:25835,12.5
534109.4306681117,7612183.325619485,53785.03,168.24499999999534,EPSG:25835,12.5
534121.9306681117,7612183.325619485,53785.03,168.24499999999534,EPSG:25835,12.5
534134.4306681117,7612183.325619485,53787.84,171.05499999999302,EPSG:25835,12.5
534146.9306681117,7612183.325619485,53787.84,171.05499999999302,EPSG:25835,12.5
534159.4306681117,7612183.325619485,53787.84,171.05499999999302,EPSG:25835,12.5
534171.9306681117,7612183.325619485,53772.2,155.4149999999936,EPSG:25835,12.5
534184.4306681117,7612183.325619485,53772.2,155.4149999999936,EPSG:25835,12.5
534196.9306681117,7612183.325619485,53772.2,155.4149999999936,EPSG:25835,12.5
534209.4306681117,7612183.325619485,53745.82,129.03499999999622,EPSG:25835,12.5
534221.9306681117,7612183.325619485,53745.82,129.03499999999622,EPSG:25835,12.5
534234.4306681117,7612183.325619485,53717.84,101.05499999999302,EPSG:25835,12.5
534246.9306681117,7612183.325619485,53717.84,101.05499999999302,EPSG:25835,12.5
534259.4306681117,7612183.325619485,53700.04,83.25499999999738,EPSG:25835,12.5
534271.9306681117,7612183.325619485,53700.04,83.25499999999738,EPSG:25835,12.5
534284.4306681117,7612183.325619485,53700.04,83.25499999999738,EPSG:25835,12.5
534296.9306681117,7612183.325619485,53700.04,83.25499999999738,EPSG:25835,12.5
534309.4306681117,7612183.325619485,53697.71,80.92499999999563,EPSG:25835,12.5
534321.9306681117,7612183.325619485,53697.71,80.92499999999563,EPSG:25835,12.5
534334.4306681117,7612183.325619485,53697.71,80.92499999999563,EPSG:25835,12.5
534346.9306681117,7612183.325619485,53713.15,96.36499999999796,EPSG:25835,12.5
534359.4306681117,7612183.325619485,53713.15,96.36499999999796,EPSG:25835,12.5
534371.9306681117,7612183.325619485,53731.8,115.01499999999942,EPSG:25835,12.5
534384.4306681117,7612183.325619485,53731.8,115.01499999999942,EPSG:25835,12.5
534396.9306681117,7612183.325619485,53731.8,115.01499999999942,EPSG:25835,12.5
534409.4306681117,7612183.325619485,53731.8,115.01499999999942,EPSG:25835,12.5
534421.9306681117,7612183.325619485,53728.79,112.00499999999738,EPSG:25835,12.5
534434.4306681117,7612183.325619485,53728.79,112.00499999999738,EPSG:25835,12.5
534446.9306681117,7612183.325619485,53728.79,112.00499999999738,EPSG:25835,12.5
534459.4306681117,7612183.325619485,53708.32,91.53499999999622,EPSG:25835,12.5
534471.9306681117,7612183.325619485,53708.32,91.53499999999622,EPSG:25835,12.5
534484.4306681117,7612183.325619485,53708.32,91.53499999999622,EPSG:25835,12.5
534496.9306681117,7612183.325619485,53686.89,70.10499999999593,EPSG:25835,12.5
534509.4306681117,7612183.325619485,53668.64,51.854999999995925,EPSG:25835,12.5
534521.9306681117,7612183.325619485,53668.64,51.854999999995925,EPSG:25835,12.5
534534.4306681117,7612183.325619485,53668.64,51.854999999995925,EPSG:25835,12.5
534546.9306681117,7612183.325619485,53668.64,51.854999999995925,EPSG:25835,12.5
534559.4306681117,7612183.325619485,53668.64,51.854999999995925,EPSG:25835,12.5
534571.9306681117,7612183.325619485,53673.66,56.875,EPSG:25835,12.5
534584.4306681117,7612183.325619485,53673.66,56.875,EPSG:25835,12.5
534596.9306681117,7612183.325619485,53673.66,56.875,EPSG:25835,12.5
534609.4306681117,7612183.325619485,53673.66,56.875,EPSG:25835,12.5
532871.9306681117,7612195.825619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532884.4306681117,7612195.825619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532896.9306681117,7612195.825619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532909.4306681117,7612195.825619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532921.9306681117,7612195.825619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532934.4306681117,7612195.825619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532946.9306681117,7612195.825619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532959.4306681117,7612195.825619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532971.9306681117,7612195.825619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532984.4306681117,7612195.825619485,53540.44,-76.34500000000116,EPSG:25835,12.5
532996.9306681117,7612195.825619485,53540.44,-76.34500000000116,EPSG:25835,12.5
533009.4306681117,7612195.825619485,53540.44,-76.34500000000116,EPSG:25835,12.5
533021.9306681117,7612195.825619485,53525.01,-91.77500000000146,EPSG:25835,12.5
533034.4306681117,7612195.825619485,53522.5,-94.28500000000349,EPSG:25835,12.5
533046.9306681117,7612195.825619485,53519.5,-97.28500000000349,EPSG:25835,12.5
533059.4306681117,7612195.825619485,53517.1,-99.68500000000495,EPSG:25835,12.5
533071.9306681117,7612195.825619485,53514.98,-101.80500000000029,EPSG:25835,12.5
533084.4306681117,7612195.825619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533096.9306681117,7612195.825619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533109.4306681117,7612195.825619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533121.9306681117,7612195.825619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533134.4306681117,7612195.825619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533146.9306681117,7612195.825619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533159.4306681117,7612195.825619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533171.9306681117,7612195.825619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533184.4306681117,7612195.825619485,53458.14,-158.64500000000407,EPSG:25835,12.5
533196.9306681117,7612195.825619485,53387.95,-228.8350000000064,EPSG:25835,12.5
533209.4306681117,7612195.825619485,53366.1,-250.68500000000495,EPSG:25835,12.5
533221.9306681117,7612195.825619485,53347.38,-269.4050000000061,EPSG:25835,12.5
533234.4306681117,7612195.825619485,53466.8851747609,-149.89982523910294,EPSG:25835,12.5
533246.9306681117,7612195.825619485,53333.79886053676,-282.9861394632462,EPSG:25835,12.5
533259.4306681117,7612195.825619485,53301.5705176042,-315.2144823958006,EPSG:25835,12.5
533271.9306681117,7612195.825619485,53287.04830971631,-329.73669028369477,EPSG:25835,12.5
533284.4306681117,7612195.825619485,53274.297894061805,-342.4871059381985,EPSG:25835,12.5
533296.9306681117,7612195.825619485,53264.126772639065,-352.6582273609383,EPSG:25835,12.5
533309.4306681117,7612195.825619485,53255.8050938723,-360.9799061277008,EPSG:25835,12.5
533321.9306681117,7612195.825619485,53252.29125232966,-364.4937476703417,EPSG:25835,12.5
533334.4306681117,7612195.825619485,53252.54950665527,-364.235493344735,EPSG:25835,12.5
533346.9306681117,7612195.825619485,53257.84524330869,-358.9397566913103,EPSG:25835,12.5
533359.4306681117,7612195.825619485,53267.01508871133,-349.76991128867667,EPSG:25835,12.5
533371.9306681117,7612195.825619485,53287.78304283262,-329.0019571673838,EPSG:25835,12.5
533384.4306681117,7612195.825619485,53311.6027980292,-305.1822019708052,EPSG:25835,12.5
533396.9306681117,7612195.825619485,53347.26898521257,-269.51601478743396,EPSG:25835,12.5
533409.4306681117,7612195.825619485,53397.39121891348,-219.39378108652454,EPSG:25835,12.5
533421.9306681117,7612195.825619485,53457.40091470421,-159.38408529579465,EPSG:25835,12.5
533434.4306681117,7612195.825619485,53527.63715717921,-89.147842820792,EPSG:25835,12.5
533446.9306681117,7612195.825619485,53600.94190517838,-15.843094821626437,EPSG:25835,12.5
533459.4306681117,7612195.825619485,53665.67526290439,48.89026290438778,EPSG:25835,12.5
533471.9306681117,7612195.825619485,53709.92227790033,93.13727790032863,EPSG:25835,12.5
533484.4306681117,7612195.825619485,53730.74570692032,113.96070692031935,EPSG:25835,12.5
533496.9306681117,7612195.825619485,53731.941293766475,115.15629376647121,EPSG:25835,12.5
533509.4306681117,7612195.825619485,53722.547855778845,105.76285577884119,EPSG:25835,12.5
533521.9306681117,7612195.825619485,53709.01773484321,92.23273484320816,EPSG:25835,12.5
533534.4306681117,7612195.825619485,53698.68641150757,81.90141150756972,EPSG:25835,12.5
533546.9306681117,7612195.825619485,53696.518544262144,79.73354426214064,EPSG:25835,12.5
533559.4306681117,7612195.825619485,53701.14562159624,84.36062159623543,EPSG:25835,12.5
533571.9306681117,7612195.825619485,53709.391441170264,92.60644117026095,EPSG:25835,12.5
533584.4306681117,7612195.825619485,53723.660099688226,106.87509968822269,EPSG:25835,12.5
533596.9306681117,7612195.825619485,53736.54391622129,119.75891622128984,EPSG:25835,12.5
533609.4306681117,7612195.825619485,53745.35332877649,128.56832877648412,EPSG:25835,12.5
533621.9306681117,7612195.825619485,53749.74314028326,132.9581402832555,EPSG:25835,12.5
533634.4306681117,7612195.825619485,53750.71372431157,133.92872431156866,EPSG:25835,12.5
533646.9306681117,7612195.825619485,53746.01175756129,129.22675756128592,EPSG:25835,12.5
533659.4306681117,7612195.825619485,53740.0304468722,123.24544687219895,EPSG:25835,12.5
533671.9306681117,7612195.825619485,53734.06662278839,117.28162278838863,EPSG:25835,12.5
533684.4306681117,7612195.825619485,53729.98372486383,113.19872486382519,EPSG:25835,12.5
533696.9306681117,7612195.825619485,53726.510787773244,109.72578777324088,EPSG:25835,12.5
533709.4306681117,7612195.825619485,53723.91850905021,107.13350905020343,EPSG:25835,12.5
533721.9306681117,7612195.825619485,53724.544398711674,107.75939871167066,EPSG:25835,12.5
533734.4306681117,7612195.825619485,53724.62399537425,107.8389953742444,EPSG:25835,12.5
533746.9306681117,7612195.825619485,53726.224113076314,109.4391130763106,EPSG:25835,12.5
533759.4306681117,7612195.825619485,53729.955925116155,113.17092511615192,EPSG:25835,12.5
533771.9306681117,7612195.825619485,53734.20068081434,117.41568081433797,EPSG:25835,12.5
533784.4306681117,7612195.825619485,53742.94232392713,126.1573239271238,EPSG:25835,12.5
533796.9306681117,7612195.825619485,53750.67149301726,133.88649301725673,EPSG:25835,12.5
533809.4306681117,7612195.825619485,53758.89675588364,142.11175588363403,EPSG:25835,12.5
533821.9306681117,7612195.825619485,53764.81254116882,148.02754116881988,EPSG:25835,12.5
533834.4306681117,7612195.825619485,53765.63,148.8449999999939,EPSG:25835,12.5
533846.9306681117,7612195.825619485,53760.48,143.6949999999997,EPSG:25835,12.5
533859.4306681117,7612195.825619485,53760.48,143.6949999999997,EPSG:25835,12.5
533871.9306681117,7612195.825619485,53743.3,126.51499999999942,EPSG:25835,12.5
533884.4306681117,7612195.825619485,53743.3,126.51499999999942,EPSG:25835,12.5
533896.9306681117,7612195.825619485,53743.3,126.51499999999942,EPSG:25835,12.5
533909.4306681117,7612195.825619485,53726.81,110.02499999999418,EPSG:25835,12.5
533921.9306681117,7612195.825619485,53726.81,110.02499999999418,EPSG:25835,12.5
